scenario_id,frame_id,timestamp_s,truth_id,type,active,visible_to_detector,source_id,world_north_m,world_east_m,world_up_m
pipeline_b_degraded_link_operator_scene_v1,24,2.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,24,2.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,25,2.500,bike_01,bike,1,1,101,47.125,-16.950,0.000
pipeline_b_degraded_link_operator_scene_v1,25,2.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,25,2.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,26,2.600,bike_01,bike,1,1,101,47.210,-16.908,0.000
pipeline_b_degraded_link_operator_scene_v1,26,2.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,26,2.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,27,2.700,bike_01,bike,1,1,101,47.295,-16.866,0.000
pipeline_b_degraded_link_operator_scene_v1,27,2.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,27,2.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,28,2.800,bike_01,bike,1,1,101,47.380,-16.824,0.000
pipeline_b_degraded_link_operator_scene_v1,28,2.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,28,2.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,29,2.900,bike_01,bike,1,1,101,47.465,-16.782,0.000
pipeline_b_degraded_link_operator_scene_v1,29,2.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,29,2.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,30,3.000,bike_01,bike,1,1,101,47.550,-16.740,0.000
pipeline_b_degraded_link_operator_scene_v1,30,3.000,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,30,3.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,31,3.100,bike_01,bike,1,1,101,47.635,-16.698,0.000
pipeline_b_degraded_link_operator_scene_v1,31,3.100,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,31,3.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,32,3.200,bike_01,bike,1,1,101,47.720,-16.656,0.000
pipeline_b_degraded_link_operator_scene_v1,32,3.200,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,32,3.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,33,3.300,bike_01,bike,1,1,101,47.805,-16.614,0.000
pipeline_b_degraded_link_operator_scene_v1,33,3.300,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,33,3.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,34,3.400,bike_01,bike,1,1,101,47.890,-16.572,0.000
pipeline_b_degraded_link_operator_scene_v1,34,3.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,34,3.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,35,3.500,bike_01,bike,1,1,101,47.975,-16.530,0.000
pipeline_b_degraded_link_operator_scene_v1,35,3.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,35,3.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,36,3.600,bike_01,bike,1,1,101,48.060,-16.488,0.000
pipeline_b_degraded_link_operator_scene_v1,36,3.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,36,3.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,37,3.700,bike_01,bike,1,1,101,48.145,-16.446,0.000
pipeline_b_degraded_link_operator_scene_v1,37,3.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,37,3.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,38,3.800,bike_01,bike,1,1,101,48.230,-16.404,0.000
pipeline_b_degraded_link_operator_scene_v1,38,3.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,38,3.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,39,3.900,bike_01,bike,1,1,101,48.315,-16.362,0.000
pipeline_b_degraded_link_operator_scene_v1,39,3.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,39,3.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,40,4.000,bike_01,bike,1,1,101,48.400,-16.320,0.000
pipeline_b_degraded_link_operator_scene_v1,40,4.000,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,40,4.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,41,4.100,bike_01,bike,1,1,101,48.485,-16.278,0.000
pipeline_b_degraded_link_operator_scene_v1,41,4.100,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,41,4.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,42,4.200,bike_01,bike,1,1,101,48.570,-16.236,0.000
pipeline_b_degraded_link_operator_scene_v1,42,4.200,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,42,4.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,43,4.300,bike_01,bike,1,1,101,48.655,-16.194,0.000
pipeline_b_degraded_link_operator_scene_v1,43,4.300,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,43,4.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,44,4.400,bike_01,bike,1,1,101,48.740,-16.152,0.000
pipeline_b_degraded_link_operator_scene_v1,44,4.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,44,4.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,45,4.500,bike_01,bike,1,1,101,48.825,-16.110,0.000
pipeline_b_degraded_link_operator_scene_v1,45,4.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,45,4.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,46,4.600,bike_01,bike,1,1,101,48.910,-16.068,0.000
pipeline_b_degraded_link_operator_scene_v1,46,4.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,46,4.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,47,4.700,bike_01,bike,1,1,101,48.995,-16.026,0.000
pipeline_b_degraded_link_operator_scene_v1,47,4.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,47,4.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,48,4.800,bike_01,bike,1,1,101,49.080,-15.984,0.000
pipeline_b_degraded_link_operator_scene_v1,48,4.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,48,4.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,49,4.900,bike_01,bike,1,1,101,49.165,-15.942,0.000
pipeline_b_degraded_link_operator_scene_v1,49,4.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,49,4.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,50,5.000,bike_01,bike,1,1,101,49.250,-15.900,0.000
pipeline_b_degraded_link_operator_scene_v1,50,5.000,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,50,5.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,51,5.100,bike_01,bike,1,1,101,49.335,-15.858,0.000
pipeline_b_degraded_link_operator_scene_v1,51,5.100,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,51,5.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,52,5.200,bike_01,bike,1,1,101,49.420,-15.816,0.000
pipeline_b_degraded_link_operator_scene_v1,52,5.200,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,52,5.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,53,5.300,bike_01,bike,1,1,101,49.505,-15.774,0.000
pipeline_b_degraded_link_operator_scene_v1,53,5.300,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,53,5.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,54,5.400,bike_01,bike,1,1,101,49.590,-15.732,0.000
pipeline_b_degraded_link_operator_scene_v1,54,5.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,54,5.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,55,5.500,bike_01,bike,1,1,101,49.675,-15.690,0.000
pipeline_b_degraded_link_operator_scene_v1,55,5.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,55,5.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,56,5.600,bike_01,bike,1,1,101,49.760,-15.648,0.000
pipeline_b_degraded_link_operator_scene_v1,56,5.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,56,5.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,57,5.700,bike_01,bike,1,1,101,49.845,-15.606,0.000
pipeline_b_degraded_link_operator_scene_v1,57,5.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,57,5.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,58,5.800,bike_01,bike,1,1,101,49.930,-15.564,0.000
pipeline_b_degraded_link_operator_scene_v1,58,5.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,58,5.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,59,5.900,bike_01,bike,1,1,101,50.015,-15.522,0.000
pipeline_b_degraded_link_operator_scene_v1,59,5.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,59,5.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,60,6.000,bike_01,bike,1,1,101,50.100,-15.480,0.000
pipeline_b_degraded_link_operator_scene_v1,60,6.000,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,60,6.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,61,6.100,bike_01,bike,1,1,101,50.185,-15.438,0.000
pipeline_b_degraded_link_operator_scene_v1,61,6.100,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,61,6.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,62,6.200,bike_01,bike,1,1,101,50.270,-15.396,0.000
pipeline_b_degraded_link_operator_scene_v1,62,6.200,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,62,6.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,63,6.300,bike_01,bike,1,1,101,50.355,-15.354,0.000
pipeline_b_degraded_link_operator_scene_v1,63,6.300,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,63,6.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,64,6.400,bike_01,bike,1,1,101,50.440,-15.312,0.000
pipeline_b_degraded_link_operator_scene_v1,64,6.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,64,6.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,65,6.500,bike_01,bike,1,1,101,50.525,-15.270,0.000
pipeline_b_degraded_link_operator_scene_v1,65,6.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,65,6.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,66,6.600,bike_01,bike,1,1,101,50.610,-15.228,0.000
pipeline_b_degraded_link_operator_scene_v1,66,6.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,66,6.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,67,6.700,bike_01,bike,1,1,101,50.695,-15.186,0.000
pipeline_b_degraded_link_operator_scene_v1,67,6.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,67,6.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,68,6.800,bike_01,bike,1,1,101,50.780,-15.144,0.000
pipeline_b_degraded_link_operator_scene_v1,68,6.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,68,6.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,69,6.900,bike_01,bike,1,1,101,50.865,-15.102,0.000
pipeline_b_degraded_link_operator_scene_v1,69,6.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,69,6.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,70,7.000,bike_01,bike,1,1,101,50.950,-15.060,0.000
pipeline_b_degraded_link_operator_scene_v1,70,7.000,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,70,7.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,71,7.100,bike_01,bike,1,1,101,51.035,-15.018,0.000
pipeline_b_degraded_link_operator_scene_v1,71,7.100,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,71,7.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,72,7.200,bike_01,bike,1,1,101,51.120,-14.976,0.000
pipeline_b_degraded_link_operator_scene_v1,72,7.200,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,72,7.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,73,7.300,bike_01,bike,1,1,101,51.205,-14.934,0.000
pipeline_b_degraded_link_operator_scene_v1,73,7.300,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,73,7.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,74,7.400,bike_01,bike,1,1,101,51.290,-14.892,0.000
pipeline_b_degraded_link_operator_scene_v1,74,7.400,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,74,7.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,75,7.500,bike_01,bike,1,1,101,51.375,-14.850,0.000
pipeline_b_degraded_link_operator_scene_v1,75,7.500,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,75,7.500,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,76,7.600,bike_01,bike,1,1,101,51.460,-14.808,0.000
pipeline_b_degraded_link_operator_scene_v1,76,7.600,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,76,7.600,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,77,7.700,bike_01,bike,1,1,101,51.545,-14.766,0.000
pipeline_b_degraded_link_operator_scene_v1,77,7.700,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,77,7.700,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,78,7.800,bike_01,bike,1,1,101,51.630,-14.724,0.000
pipeline_b_degraded_link_operator_scene_v1,78,7.800,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,78,7.800,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,79,7.900,bike_01,bike,1,1,101,51.715,-14.682,0.000
pipeline_b_degraded_link_operator_scene_v1,79,7.900,cow_01,cow,0,0,,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,79,7.900,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,80,8.000,bike_01,bike,1,1,101,51.800,-14.640,0.000
pipeline_b_degraded_link_operator_scene_v1,80,8.000,cow_01,cow,1,1,301,82.000,28.000,0.000
pipeline_b_degraded_link_operator_scene_v1,80,8.000,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,81,8.100,bike_01,bike,1,1,101,51.885,-14.598,0.000
pipeline_b_degraded_link_operator_scene_v1,81,8.100,cow_01,cow,1,1,301,81.978,28.012,0.000
pipeline_b_degraded_link_operator_scene_v1,81,8.100,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,82,8.200,bike_01,bike,1,1,101,51.970,-14.556,0.000
pipeline_b_degraded_link_operator_scene_v1,82,8.200,cow_01,cow,1,1,301,81.956,28.024,0.000
pipeline_b_degraded_link_operator_scene_v1,82,8.200,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,83,8.300,bike_01,bike,1,1,101,52.055,-14.514,0.000
pipeline_b_degraded_link_operator_scene_v1,83,8.300,cow_01,cow,1,1,301,81.934,28.036,0.000
pipeline_b_degraded_link_operator_scene_v1,83,8.300,tower_01,tower,1,1,501,112.000,-42.000,18.000
pipeline_b_degraded_link_operator_scene_v1,84,8.400,bike_01,bike,1,1,101,52.140,-14.472,0.000
pipeline_b_degraded_link_operator_scene_v1,84,8.400,cow_01,cow,1,1,301,81.912,28.048,0.000
pipeline_b_degraded_link_operator_scene_v1,84,8.400,tower_01,tower,1,1,501,112.000,-42.000,18.000
