source_kind,shape_threshold,scenario,source_log,source_event_index,track_id,frame_id,timestamp,label,archetype,resolution_status,action,reason,yaw_source,yaw_ambiguous,scale_source,descriptor_build_us,descriptor_build_with_parts_us,schedule_us,scheduler_decision_us,update_packet_build_us,effective_create_us,create_total_python_us,pose_update_no_mesh_us,descriptor_bytes,packet_bytes,triangles,parts,previous_descriptor_id
synthetic,0.05,moving_car,,,moving_car_01,5,2026-07-02T12:01:05Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,192.7,192.7,4.1,4.1,8.7,0.0,0.0,12.799999999999999,6224,925,864,12,sppa-f3021cf49018e1f8
synthetic,0.05,moving_car,,,moving_car_01,6,2026-07-02T12:01:06Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,186.7,186.7,3.9,3.9,16.0,0.0,0.0,19.9,6291,965,864,12,sppa-99438018b47a5f52
synthetic,0.05,moving_car,,,moving_car_01,7,2026-07-02T12:01:07Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,188.2,188.2,3.5,3.5,8.9,0.0,0.0,12.4,6263,951,864,12,sppa-a560b794d835cdf3
synthetic,0.05,moving_car,,,moving_car_01,8,2026-07-02T12:01:08Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,182.5,182.5,3.3,3.3,8.5,0.0,0.0,11.8,6261,950,864,12,sppa-e34dc3f8ebfa6757
synthetic,0.05,moving_car,,,moving_car_01,9,2026-07-02T12:01:09Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,178.1,178.1,3.2,3.2,8.5,0.0,0.0,11.7,6291,965,864,12,sppa-61f92fef34f11f47
synthetic,0.05,moving_car,,,moving_car_01,10,2026-07-02T12:01:10Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,248.7,248.7,5.5,5.5,10.8,0.0,0.0,16.3,6262,951,864,12,sppa-4766bf2ac8321114
synthetic,0.05,moving_car,,,moving_car_01,11,2026-07-02T12:01:11Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,197.4,197.4,4.3,4.3,9.3,0.0,0.0,13.600000000000001,6264,952,864,12,sppa-d8d23b896f0c04b1
synthetic,0.05,truck_scale_change,,,truck_scale_01,0,2026-07-02T12:02:00Z,truck,truck,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,314.5,314.5,1.3,1.3,54.6,472.5,842.9,0.0,8144,6564,1668,19,
synthetic,0.05,truck_scale_change,,,truck_scale_01,1,2026-07-02T12:02:01Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,295.3,295.3,4.8,4.8,10.3,0.0,0.0,15.100000000000001,8201,944,1668,19,sppa-c49fbd78ca060362
synthetic,0.05,truck_scale_change,,,truck_scale_01,2,2026-07-02T12:02:02Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,285.0,285.0,3.2,3.2,14.2,0.0,0.0,17.4,8146,1354,1668,19,sppa-31a073c92d9bf356
synthetic,0.05,truck_scale_change,,,truck_scale_01,3,2026-07-02T12:02:03Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,287.3,287.3,3.8,3.8,8.8,0.0,0.0,12.600000000000001,8201,944,1668,19,sppa-7c8c39e7e82fcb35
synthetic,0.05,truck_scale_change,,,truck_scale_01,4,2026-07-02T12:02:04Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,283.7,283.7,2.9,2.9,13.5,0.0,0.0,16.4,8191,1384,1668,19,sppa-01c6ccbb515635e9
synthetic,0.05,truck_scale_change,,,truck_scale_01,5,2026-07-02T12:02:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,288.1,288.1,3.8,3.8,8.5,0.0,0.0,12.3,8194,943,1668,19,sppa-b742ef5c37457027
synthetic,0.05,truck_scale_change,,,truck_scale_01,6,2026-07-02T12:02:06Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,281.8,281.8,2.6,2.6,12.8,0.0,0.0,15.4,8188,1382,1668,19,sppa-705149cb2b133639
synthetic,0.05,truck_scale_change,,,truck_scale_01,7,2026-07-02T12:02:07Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,280.1,280.1,3.6,3.6,8.8,0.0,0.0,12.4,8198,944,1668,19,sppa-5f59a9a18bd8a089
synthetic,0.05,truck_scale_change,,,truck_scale_01,8,2026-07-02T12:02:08Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,284.0,284.0,2.7,2.7,13.1,0.0,0.0,15.8,8174,1382,1668,19,sppa-dee5fb384a7fca7c
synthetic,0.05,truck_scale_change,,,truck_scale_01,9,2026-07-02T12:02:09Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,282.2,282.2,3.7,3.7,8.6,0.0,0.0,12.3,8156,944,1668,19,sppa-502a8ddd36f67cfa
synthetic,0.05,truck_scale_change,,,truck_scale_01,10,2026-07-02T12:02:10Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,286.8,286.8,2.6,2.6,13.0,0.0,0.0,15.6,8185,1380,1668,19,sppa-35f24821845b4719
synthetic,0.05,truck_scale_change,,,truck_scale_01,11,2026-07-02T12:02:11Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,287.8,287.8,3.9,3.9,9.4,0.0,0.0,13.3,8199,945,1668,19,sppa-e5e63ff059690584
synthetic,0.05,class_change,,,class_change_01,0,2026-07-02T12:03:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,220.5,220.5,1.0,1.0,56.0,222.2,499.7,0.0,6227,4659,864,12,
synthetic,0.05,class_change,,,class_change_01,1,2026-07-02T12:03:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,201.1,201.1,4.5,4.5,9.2,0.0,0.0,13.7,6222,926,864,12,sppa-4e5e1cc09d6833a4
synthetic,0.05,class_change,,,class_change_01,2,2026-07-02T12:03:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,310.6,310.6,7.0,7.0,14.8,0.0,0.0,21.8,6264,926,864,12,sppa-ae8b352309136db8
synthetic,0.05,class_change,,,class_change_01,3,2026-07-02T12:03:03Z,truck,truck,exact_class,regenerate_topology,archetype_change,track_velocity,False,metric_dims_input,521.7,521.7,2.1,2.1,88.1,802.0,1413.8999999999999,0.0,8162,6585,1668,19,sppa-028da44cfb3925b2
synthetic,0.05,class_change,,,class_change_01,4,2026-07-02T12:03:04Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,306.3,306.3,4.8,4.8,9.6,0.0,0.0,14.399999999999999,8174,928,1668,19,sppa-28bb6de7b9e450b2
synthetic,0.05,class_change,,,class_change_01,5,2026-07-02T12:03:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,291.1,291.1,4.0,4.0,8.4,0.0,0.0,12.4,8177,928,1668,19,sppa-e6005980fbdc5a86
synthetic,0.1,static_tower,,,static_tower_01,0,2026-07-02T12:00:00Z,tower,tower,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,101.1,101.1,0.9,0.9,23.4,37.4,162.8,0.0,4176,2584,90,4,
synthetic,0.1,static_tower,,,static_tower_01,1,2026-07-02T12:00:01Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,88.8,88.8,4.3,4.3,9.6,0.0,0.0,13.899999999999999,4202,933,90,4,sppa-1e9424522fb8ba4a
synthetic,0.1,static_tower,,,static_tower_01,2,2026-07-02T12:00:02Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,89.1,89.1,3.4,3.4,8.0,0.0,0.0,11.4,4202,933,90,4,sppa-36fe055b5bd19789
synthetic,0.1,static_tower,,,static_tower_01,3,2026-07-02T12:00:03Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,85.6,85.6,3.5,3.5,8.1,0.0,0.0,11.6,4202,933,90,4,sppa-c1a5766916dbbfd9
synthetic,0.1,static_tower,,,static_tower_01,4,2026-07-02T12:00:04Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.0,83.0,3.3,3.3,7.8,0.0,0.0,11.1,4202,933,90,4,sppa-ef48757df93315f4
synthetic,0.1,static_tower,,,static_tower_01,5,2026-07-02T12:00:05Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.9,83.9,3.3,3.3,8.1,0.0,0.0,11.399999999999999,4202,933,90,4,sppa-c075132045a91022
synthetic,0.1,static_tower,,,static_tower_01,6,2026-07-02T12:00:06Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.9,83.9,3.2,3.2,7.9,0.0,0.0,11.100000000000001,4202,933,90,4,sppa-49125fea7727917a
synthetic,0.1,static_tower,,,static_tower_01,7,2026-07-02T12:00:07Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.9,83.9,3.5,3.5,7.7,0.0,0.0,11.2,4202,933,90,4,sppa-cc0ccb625ecd1ef2
synthetic,0.1,static_tower,,,static_tower_01,8,2026-07-02T12:00:08Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,171.7,171.7,7.0,7.0,11.1,0.0,0.0,18.1,4203,933,90,4,sppa-a0f36fb989953af5
synthetic,0.1,static_tower,,,static_tower_01,9,2026-07-02T12:00:09Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,111.2,111.2,4.8,4.8,9.3,0.0,0.0,14.100000000000001,4202,933,90,4,sppa-98813cf59cbad99b
synthetic,0.1,moving_car,,,moving_car_01,0,2026-07-02T12:01:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,205.9,205.9,1.1,1.1,41.0,241.9,489.90000000000003,0.0,6181,4627,864,12,
synthetic,0.1,moving_car,,,moving_car_01,1,2026-07-02T12:01:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,187.5,187.5,4.2,4.2,9.7,0.0,0.0,13.899999999999999,6223,924,864,12,sppa-c2d0aa330d0443fe
synthetic,0.1,moving_car,,,moving_car_01,2,2026-07-02T12:01:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,217.8,217.8,3.8,3.8,8.5,0.0,0.0,12.3,6218,921,864,12,sppa-77f756cd90758b52
synthetic,0.1,moving_car,,,moving_car_01,3,2026-07-02T12:01:03Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,193.1,193.1,3.5,3.5,9.2,0.0,0.0,12.7,6251,938,864,12,sppa-867e3f10cb1a7734
synthetic,0.1,moving_car,,,moving_car_01,4,2026-07-02T12:01:04Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.2,180.2,3.4,3.4,8.3,0.0,0.0,11.700000000000001,6218,921,864,12,sppa-6cf8cbb07fecb6d7
synthetic,0.1,moving_car,,,moving_car_01,5,2026-07-02T12:01:05Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,177.6,177.6,3.3,3.3,7.9,0.0,0.0,11.2,6223,924,864,12,sppa-f3021cf49018e1f8
synthetic,0.1,moving_car,,,moving_car_01,6,2026-07-02T12:01:06Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,183.0,183.0,3.4,3.4,8.8,0.0,0.0,12.200000000000001,6290,964,864,12,sppa-99438018b47a5f52
synthetic,0.1,moving_car,,,moving_car_01,7,2026-07-02T12:01:07Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,177.7,177.7,3.4,3.4,8.4,0.0,0.0,11.8,6262,950,864,12,sppa-a560b794d835cdf3
synthetic,0.1,moving_car,,,moving_car_01,8,2026-07-02T12:01:08Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,178.0,178.0,3.5,3.5,8.4,0.0,0.0,11.9,6260,949,864,12,sppa-e34dc3f8ebfa6757
synthetic,0.1,moving_car,,,moving_car_01,9,2026-07-02T12:01:09Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,177.8,177.8,3.5,3.5,8.6,0.0,0.0,12.1,6290,964,864,12,sppa-61f92fef34f11f47
synthetic,0.1,moving_car,,,moving_car_01,10,2026-07-02T12:01:10Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,184.6,184.6,3.4,3.4,8.4,0.0,0.0,11.8,6261,950,864,12,sppa-4766bf2ac8321114
synthetic,0.1,moving_car,,,moving_car_01,11,2026-07-02T12:01:11Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,182.6,182.6,3.6,3.6,8.0,0.0,0.0,11.6,6263,951,864,12,sppa-d8d23b896f0c04b1
synthetic,0.1,truck_scale_change,,,truck_scale_01,0,2026-07-02T12:02:00Z,truck,truck,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,298.6,298.6,1.0,1.0,60.6,456.1,816.3000000000001,0.0,8143,6563,1668,19,
synthetic,0.1,truck_scale_change,,,truck_scale_01,1,2026-07-02T12:02:01Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,291.7,291.7,4.0,4.0,9.4,0.0,0.0,13.4,8200,943,1668,19,sppa-c49fbd78ca060362
synthetic,0.1,truck_scale_change,,,truck_scale_01,2,2026-07-02T12:02:02Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,286.1,286.1,3.6,3.6,9.6,0.0,0.0,13.2,8155,943,1668,19,sppa-31a073c92d9bf356
synthetic,0.1,truck_scale_change,,,truck_scale_01,3,2026-07-02T12:02:03Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,283.3,283.3,3.0,3.0,14.1,0.0,0.0,17.1,8190,1383,1668,19,sppa-7c8c39e7e82fcb35
synthetic,0.1,truck_scale_change,,,truck_scale_01,4,2026-07-02T12:02:04Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,286.6,286.6,4.0,4.0,8.8,0.0,0.0,12.8,8200,943,1668,19,sppa-01c6ccbb515635e9
synthetic,0.1,truck_scale_change,,,truck_scale_01,5,2026-07-02T12:02:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,288.5,288.5,3.6,3.6,9.1,0.0,0.0,12.7,8193,942,1668,19,sppa-b742ef5c37457027
synthetic,0.1,truck_scale_change,,,truck_scale_01,6,2026-07-02T12:02:06Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,282.3,282.3,3.7,3.7,8.3,0.0,0.0,12.0,8197,943,1668,19,sppa-705149cb2b133639
synthetic,0.1,truck_scale_change,,,truck_scale_01,7,2026-07-02T12:02:07Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,279.6,279.6,2.7,2.7,13.2,0.0,0.0,15.899999999999999,8187,1381,1668,19,sppa-5f59a9a18bd8a089
synthetic,0.1,truck_scale_change,,,truck_scale_01,8,2026-07-02T12:02:08Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,286.8,286.8,3.9,3.9,8.7,0.0,0.0,12.6,8183,943,1668,19,sppa-dee5fb384a7fca7c
synthetic,0.1,truck_scale_change,,,truck_scale_01,9,2026-07-02T12:02:09Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,285.7,285.7,3.6,3.6,8.9,0.0,0.0,12.5,8155,943,1668,19,sppa-502a8ddd36f67cfa
synthetic,0.1,truck_scale_change,,,truck_scale_01,10,2026-07-02T12:02:10Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,362.8,362.8,5.6,5.6,10.0,0.0,0.0,15.6,8194,943,1668,19,sppa-35f24821845b4719
synthetic,0.1,truck_scale_change,,,truck_scale_01,11,2026-07-02T12:02:11Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,289.7,289.7,3.3,3.3,13.8,0.0,0.0,17.1,8188,1382,1668,19,sppa-e5e63ff059690584
synthetic,0.1,class_change,,,class_change_01,0,2026-07-02T12:03:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,199.1,199.1,1.0,1.0,41.9,221.6,463.59999999999997,0.0,6226,4658,864,12,
synthetic,0.1,class_change,,,class_change_01,1,2026-07-02T12:03:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,188.4,188.4,4.1,4.1,9.4,0.0,0.0,13.5,6221,925,864,12,sppa-4e5e1cc09d6833a4
synthetic,0.1,class_change,,,class_change_01,2,2026-07-02T12:03:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,189.6,189.6,3.6,3.6,8.3,0.0,0.0,11.9,6263,925,864,12,sppa-ae8b352309136db8
synthetic,0.1,class_change,,,class_change_01,3,2026-07-02T12:03:03Z,truck,truck,exact_class,regenerate_topology,archetype_change,track_velocity,False,metric_dims_input,286.6,286.6,1.1,1.1,53.2,450.7,791.6,0.0,8161,6584,1668,19,sppa-028da44cfb3925b2
synthetic,0.1,class_change,,,class_change_01,4,2026-07-02T12:03:04Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,291.2,291.2,4.4,4.4,8.7,0.0,0.0,13.1,8173,927,1668,19,sppa-28bb6de7b9e450b2
synthetic,0.1,class_change,,,class_change_01,5,2026-07-02T12:03:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,282.7,282.7,3.8,3.8,8.5,0.0,0.0,12.3,8176,927,1668,19,sppa-e6005980fbdc5a86
synthetic,0.2,static_tower,,,static_tower_01,0,2026-07-02T12:00:00Z,tower,tower,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,102.1,102.1,0.9,0.9,30.1,38.0,171.1,0.0,4176,2584,90,4,
synthetic,0.2,static_tower,,,static_tower_01,1,2026-07-02T12:00:01Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,105.4,105.4,4.5,4.5,9.6,0.0,0.0,14.1,4202,933,90,4,sppa-1e9424522fb8ba4a
synthetic,0.2,static_tower,,,static_tower_01,2,2026-07-02T12:00:02Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,85.6,85.6,3.5,3.5,7.8,0.0,0.0,11.3,4202,933,90,4,sppa-36fe055b5bd19789
synthetic,0.2,static_tower,,,static_tower_01,3,2026-07-02T12:00:03Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,96.7,96.7,3.5,3.5,7.9,0.0,0.0,11.4,4202,933,90,4,sppa-c1a5766916dbbfd9
synthetic,0.2,static_tower,,,static_tower_01,4,2026-07-02T12:00:04Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.5,83.5,3.3,3.3,8.1,0.0,0.0,11.399999999999999,4202,933,90,4,sppa-ef48757df93315f4
synthetic,0.2,static_tower,,,static_tower_01,5,2026-07-02T12:00:05Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,97.3,97.3,3.2,3.2,7.7,0.0,0.0,10.9,4202,933,90,4,sppa-c075132045a91022
synthetic,0.2,static_tower,,,static_tower_01,6,2026-07-02T12:00:06Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,82.2,82.2,3.2,3.2,7.9,0.0,0.0,11.100000000000001,4202,933,90,4,sppa-49125fea7727917a
synthetic,0.2,static_tower,,,static_tower_01,7,2026-07-02T12:00:07Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,109.3,109.3,4.7,4.7,12.6,0.0,0.0,17.3,4202,933,90,4,sppa-cc0ccb625ecd1ef2
synthetic,0.2,static_tower,,,static_tower_01,8,2026-07-02T12:00:08Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,116.0,116.0,5.2,5.2,13.1,0.0,0.0,18.3,4202,933,90,4,sppa-a0f36fb989953af5
synthetic,0.2,static_tower,,,static_tower_01,9,2026-07-02T12:00:09Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,99.9,99.9,4.2,4.2,12.8,0.0,0.0,17.0,4202,933,90,4,sppa-98813cf59cbad99b
synthetic,0.2,moving_car,,,moving_car_01,0,2026-07-02T12:01:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,336.8,336.8,1.6,1.6,62.6,418.6,819.6000000000001,0.0,6181,4627,864,12,
synthetic,0.2,moving_car,,,moving_car_01,1,2026-07-02T12:01:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,308.8,308.8,6.1,6.1,13.7,0.0,0.0,19.799999999999997,6223,924,864,12,sppa-c2d0aa330d0443fe
synthetic,0.2,moving_car,,,moving_car_01,2,2026-07-02T12:01:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,350.2,350.2,5.7,5.7,13.6,0.0,0.0,19.3,6218,921,864,12,sppa-77f756cd90758b52
